,date,type,value
414,2021-06-03,WalkingAsymmetryPercentage,0.055
415,2021-06-03,WalkingDoubleSupportPercentage,0.30419999999999997
416,2021-06-03,WalkingSpeed,4.590782608695652
417,2021-06-03,WalkingStepLength,72.6086956521739
418,2021-06-04,HeadphoneAudioExposure,72.78533095238096
419,2021-06-04,WalkingAsymmetryPercentage,0.030000000000000002
420,2021-06-04,WalkingDoubleSupportPercentage,0.30262500000000003
421,2021-06-04,WalkingSpeed,4.364
422,2021-06-04,WalkingStepLength,72.55555555555556
423,2021-06-05,HeadphoneAudioExposure,71.90424375
424,2021-06-05,WalkingDoubleSupportPercentage,0.2975
425,2021-06-05,WalkingSpeed,4.381714285714286
426,2021-06-05,WalkingStepLength,70.0
427,2021-06-06,HeadphoneAudioExposure,72.42024285714285
428,2021-06-06,WalkingDoubleSupportPercentage,0.338
429,2021-06-06,WalkingSpeed,5.0
430,2021-06-06,WalkingStepLength,77.0
431,2021-06-07,HeadphoneAudioExposure,71.8033
432,2021-06-07,WalkingAsymmetryPercentage,0.0
433,2021-06-07,WalkingDoubleSupportPercentage,0.29533333333333334
434,2021-06-07,WalkingSpeed,4.57425
435,2021-06-07,WalkingStepLength,73.8125
436,2021-06-08,HeadphoneAudioExposure,66.92799090909091
437,2021-06-08,WalkingDoubleSupportPercentage,0.34099999999999997
438,2021-06-08,WalkingSpeed,4.0280000000000005
439,2021-06-08,WalkingStepLength,71.33333333333333
440,2021-06-09,HeadphoneAudioExposure,71.26663076923077
441,2021-06-10,HeadphoneAudioExposure,71.52172
442,2021-06-10,WalkingDoubleSupportPercentage,0.321
443,2021-06-10,WalkingSpeed,4.798285714285714
444,2021-06-10,WalkingStepLength,74.0
445,2021-06-11,HeadphoneAudioExposure,68.29156129032258
446,2021-06-11,WalkingDoubleSupportPercentage,0.349
447,2021-06-11,WalkingSpeed,4.416
448,2021-06-11,WalkingStepLength,71.33333333333333
449,2021-06-12,HeadphoneAudioExposure,67.74926808510638
450,2021-06-12,WalkingDoubleSupportPercentage,0.30379999999999996
451,2021-06-12,WalkingSpeed,4.396390243902439
452,2021-06-12,WalkingStepLength,71.70731707317073
453,2021-06-13,HeadphoneAudioExposure,69.63319393939393
454,2021-06-14,HeadphoneAudioExposure,64.63731666666666
455,2021-06-15,HeadphoneAudioExposure,68.10128974358975
456,2021-06-15,WalkingDoubleSupportPercentage,0.32
457,2021-06-15,WalkingSpeed,4.77
458,2021-06-15,WalkingStepLength,75.0
459,2021-06-16,HeadphoneAudioExposure,69.994209375
460,2021-06-16,WalkingAsymmetryPercentage,0.0
461,2021-06-16,WalkingDoubleSupportPercentage,0.3100833333333333
462,2021-06-16,WalkingSpeed,4.050947368421053
463,2021-06-16,WalkingStepLength,69.5
464,2021-06-17,HeadphoneAudioExposure,57.35922000000001
465,2021-06-17,WalkingAsymmetryPercentage,0.02
466,2021-06-17,WalkingDoubleSupportPercentage,0.299
467,2021-06-17,WalkingSpeed,4.659
468,2021-06-17,WalkingStepLength,73.58333333333333
469,2021-06-18,HeadphoneAudioExposure,68.84731212121211
470,2021-06-19,HeadphoneAudioExposure,72.54150434782609
471,2021-06-19,WalkingAsymmetryPercentage,0.0
472,2021-06-19,WalkingDoubleSupportPercentage,0.3267
473,2021-06-19,WalkingSpeed,3.9754285714285715
474,2021-06-19,WalkingStepLength,68.92857142857143
475,2021-06-20,HeadphoneAudioExposure,69.7119619047619
476,2021-06-21,HeadphoneAudioExposure,68.96185151515152
477,2021-06-21,WalkingDoubleSupportPercentage,0.236
478,2021-06-21,WalkingSpeed,4.9176
479,2021-06-21,WalkingStepLength,78.4
